hsn8,commodity,chapter,exp_usd_mn_fy25,exp_usd_mn_fy26,imp_usd_mn_fy25,imp_usd_mn_fy26,net_usd_mn_fy25,net_usd_mn_fy26,net_change_usd_mn
52095130,SHIRTING FABRICS,52,0.04,0.05,0.04,0.01,0.0,0.04,0.04
29214320,DIMETHYL TOLUIDNE,29,1.82,2.45,0.0,0.01,1.82,2.44,0.62
29049920,DINITROCHLOREBENZENE,29,3.6,2.35,0.03,0.01,3.57,2.34,-1.23
63049110,SILK BELT,63,0.08,0.01,0.0,0.01,0.08,0.0,-0.08
29333922,Imazethapyr (ISO),29,4.23,3.68,0.0,0.01,4.23,3.67,-0.56
54031020,"VISCOSE RAYON TYPE YARN - 1, 833 DECITEX",54,15.14,15.2,0.01,0.01,15.13,15.19,0.06
62041100,SUITS OF WOOL OR FINE ANIMAL HAIR,62,0.78,0.54,0.01,0.01,0.77,0.53,-0.24
53109092,OTHER DYED FBRCS,53,0.51,0.58,0.0,0.01,0.51,0.57,0.06
52122500,OTHR PRINTED WOVEN FBRCS WGHNG >200 G/M2,52,0.9,0.74,0.03,0.01,0.87,0.73,-0.14
39209390,OTHR PLTES SHTS ETC OF AMINO-RESINS  NES,39,0.88,0.81,0.01,0.01,0.87,0.8,-0.07
57025033,PLACEMAT TABLEMAT ETC.,57,0.73,0.97,0.01,0.01,0.72,0.96,0.24
63101090,"OTHERS-OF-SORTED RAGS,SCRP TWNE,CORDGE,ROPE ETC",63,0.72,0.85,0.12,0.01,0.6,0.84,0.24
63024020,"TABLE LINEN OF WOOL,HAND KNITTED/CROCHETED",63,0.0,0.02,0.02,0.01,-0.02,0.01,0.03
62079921,DRESSING GOWNS AND BATHROBES OF WOOL      AND FINE ANIMAL HAIR,62,0.05,0.01,0.01,0.01,0.04,0.0,-0.04
62143010,"SHWLS,SCRVS,MUFFLERS ETC OF SYNTHTC FBRS-EMBROIDERED WITH LUCKNOW CHIKAN CRAFT",62,0.35,0.4,0.02,0.01,0.33,0.39,0.06
52062500,SNGL YRN OF CMBD FBRS MEASURNG LESS       THN 125 DCTX(EXCDNG 80 MTRC NO),52,2.38,1.49,0.13,0.01,2.25,1.48,-0.77
63029110,"OTHER BED LINEN, TABLE LENEN, TOILET LINEN, KITCHEN LINEN: OF COTTON, HANDLOOM",63,0.57,0.55,0.0,0.01,0.57,0.54,-0.03
29214525,LAURENTS ACID(1-NPHTHYLAMN-5-SLPHNC ACID),29,0.06,0.04,0.03,0.01,0.03,0.03,0.0
62141010,SCARVES OF SILK MEASURING 60 CM OR LESS   OTHER THAN HAND PRINTED,62,1.8,2.61,0.01,0.01,1.79,2.6,0.81
52093140,FURNSHING FABRIC(EXCL PILEANDCHENILLE FABRC),52,2.9,3.69,0.0,0.01,2.9,3.68,0.78
58050090,TAPESTRIES OF OTHRS,58,0.72,0.79,0.0,0.01,0.72,0.78,0.06
29394400,*NOREPHEDRINE AND ITS SALTS (ALKALOIDS OF EPHEDRA AND THEIR DERIVATIVES; SALTS THEIR OF),29,2.76,3.17,0.0,0.01,2.76,3.16,0.4
55064000,SYNTHTC STAPLE FIBRES OF POLYPROPYLENE,55,0,0,0.0,0.01,0.0,-0.01,-0.01
51130030,DYED WOVN FBRCS OF COURSE ANML HAIR OR OF HORSE HAIR,51,0,0,0.02,0.01,-0.02,-0.01,0.01
54071025,BLECHD OTHR NYLON/POLYAMIDE FBRCS         ( FILAMENT ),54,0.06,0.78,0.04,0.01,0.02,0.77,0.75
58089030,OTHER BRAIDS,58,0.06,0.05,0.03,0.01,0.03,0.04,0.01
62179020,"COLLARS,SHIRTS FRONT AND CUFFS OF SILK",62,0.04,0.05,0.02,0.01,0.02,0.04,0.02
29029020,DIPHENYL METHANE,29,0.87,0.41,0.0,0.01,0.87,0.4,-0.47
52104110,BLEEDING MADRAS,52,0.0,0.0,0.0,0.01,0.0,-0.01,-0.01
63022900,PRINTED BED LINEN OF OTHR TXTL MATRLS,63,1.84,1.6,0.05,0.01,1.79,1.59,-0.2
29052240,RHODINOL,29,0.0,0.03,0.03,0.01,-0.03,0.02,0.05
39169040,REGENARATED CELLULOSE,39,0.0,0.06,0.0,0.01,0.0,0.05,0.05
29242110,DIETHYL DIPHENYL UREA,29,0.14,0.0,0.11,0.01,0.03,-0.01,-0.04
56089010,"TWINE,CORDAGE/ROPE ETC OF COTTON",56,0.14,0.11,0.01,0.01,0.13,0.1,-0.03
61171030,"SHWL, SCRV, MUFLR ETC OF COTTON",61,1.94,2.98,0.02,0.01,1.92,2.97,1.05
58019010,"PILE/CHENILLE FBRCS OF SILK CONTNG>50% BT WT OF SLK, BT NT CNTNG WOOL/HAIR",58,0.11,0.11,0.01,0.01,0.1,0.1,0.0
61089910,NEGLIGES ETC OF SILK,61,0.02,0.0,0.0,0.01,0.02,-0.01,-0.03
63079012,"DRESS MATERIALS OF SILK,HAND PRINTED",63,0.08,0.19,0.02,0.01,0.06,0.18,0.12
51040090,OTHERS-OF-GRNTD STOCK OF WOOL/FINE/COARSE ANML HAIR,51,0.0,0.06,0.0,0.01,0.0,0.05,0.05
56090030,"ARTICLES,MADE-UP OF JUTE",56,0.84,1.31,0.01,0.01,0.83,1.3,0.47
63079092,ARMOUR FOR BALLISTIC PROTECTION,63,0.0,0.0,0.0,0.01,0.0,-0.01,-0.01
63109030,GUNNY CUTTINGS,63,0,0,0.01,0.01,-0.01,-0.01,0.0
29315939,OTHERS-OF-OTHERS-OF-OTHER ORGANO-INORGANIC COMPOUNDS,29,0,0,0.0,0.01,0.0,-0.01,-0.01
39169032,POLYMETHYL METHACRYLATE,39,0.0,0.0,0.0,0.01,0.0,-0.01,-0.01
62045310,SKIRTS AND DIVIDED SKIRTS OF SYNTHETIC FIBRS - EMBROIDERED WITH LUCKNOW CHIKAN CRAFT,62,0.24,0.19,0.01,0.01,0.23,0.18,-0.05
57024220,MATS AND MATTINGS,57,0.21,0.07,0.07,0.01,0.14,0.06,-0.08
62046911,TROUSERS BIB ETC OF SLK SEQND/BDED/EMBRDRD,62,0.17,0.16,0.01,0.01,0.16,0.15,-0.01
54060010,SYNTHETIC FILAMENT YARN,54,0.64,0.21,0.25,0.01,0.39,0.2,-0.19
61178010,OTHR CLOTNG ACCESSORIS OF SILK,61,0.03,0.01,0.01,0.01,0.02,0.0,-0.02
54071094,OTHR UMBRELLA CLOTH PANEL FBRCS,54,0.01,0.03,0.0,0.01,0.01,0.02,0.01
29214310,DIETHYL TOLUIDINE,29,0.0,0.01,0.07,0.01,-0.07,0.0,0.07
55159930,"OTHR WVN  FBRC OF SYN FIBRS MXD WTH WOOL/ FIINE ANML HAIR, DYED",55,6.71,7.31,0.04,0.01,6.67,7.3,0.63
52064300,MULTPL(FLDED)/CBLD YRN OF CMBD FBRS       MEASURNG PER SNGL YRN <232.56 BUT>=192.31 DCTX (>43 BUT <=52 MTRC NO),52,1.2,1.72,0.06,0.01,1.14,1.71,0.57
52095119,OTHERS LUNGIS,52,0.6,0.35,0.0,0.01,0.6,0.34,-0.26
54074111,UNBLECHD NYLON BRASSO,54,0.0,0.0,0.01,0.01,-0.01,-0.01,0.0
29322030,"BRODIFACOUM,BROMADIOLONE,COUMACHLOR,COUMATETRALYL,FLOCOUMAFEN,MILBEMECTIN,SPIROMESIFEN",29,0.0,0.13,0.0,0.01,0.0,0.12,0.12
58023000,TUFTED TEXTILE FABRICS,58,0.05,0.03,0.01,0.01,0.04,0.02,-0.02
63049991,OTHER FURNISHING ARTICLES OF SILK: HANDLOOM,63,0.43,0.2,0.0,0.01,0.43,0.19,-0.24
62044911,HOUSE COATS AND LIKE DRESSES OF SILK,62,6.95,6.19,0.01,0.01,6.94,6.18,-0.76
62114910,Of wool or fine animal hair of silk,62,0.28,0.45,0.05,0.01,0.23,0.44,0.21
29146920,METHYL ANTHRAQUINONE,29,0.0,0.0,0.01,0.01,-0.01,-0.01,0.0
57029910,CARPETS ETC OF COTTON (NT DURRIES),57,47.35,50.3,0.0,0.01,47.35,50.29,2.94
54074440,NYLON SAREE,54,0.12,0.03,0.02,0.01,0.1,0.02,-0.08
39159079,OTHERS-OF-WASTE PARINGS AND SCRAP OF OTHR PLASTIC,39,0.0,0.0,0.02,0.01,-0.02,-0.01,0.01
29309096,O-ETHYL S-PHENYL ETHYLPHOSPHONOTHIOLOTHIONATE  (FONOFOS),29,0.0,0.24,0.0,0.01,0.0,0.23,0.23
39209291,"OTHER POLYAMIDES RIGID, PLAIN",39,0.02,0.04,0.0,0.01,0.02,0.03,0.01
63061920,COIR BLINDS/AWNINGS,63,0.0,0.01,0.01,0.01,-0.01,0.0,0.01
29225022,AMINODIAL,29,0,0,0.0,0.01,0.0,-0.01,-0.01
54034190,OTHERS-OF-OTHR YRN OF VISCOS RAYN MULTIPL/CABLED,54,1.87,1.55,0.44,0.01,1.43,1.54,0.11
29335930,DIETHYL CARBANAZINE CITRATE,29,1.21,0.35,0.0,0.01,1.21,0.34,-0.87
62104080,"CLOTHING FOR SPECIAL USE SUCH AS FR, CHEMICAL, ELECTRICAL AND INDUSTRIAL PROTECTION",62,0.02,0.23,0.0,0.01,0.02,0.22,0.2
29349940,"BNTAZON,BIXLZON,CLOMZN,DAZOMT,DIMTHOMORPH,ETOXZLE,FLUNSLFN,FLUFNCET,FLUMOXZN,HXYTHAZX,INDXACRB,ISOCYCLSRM,OXDIARGYL ETC.",29,0.0,70.62,0.0,0.01,0.0,70.61,70.61
55141910,"WVN FBRC OF OTHR POLSTR STPL, UNBLCHD",55,0.01,0.12,0.04,0.01,-0.03,0.11,0.14
62099010,BABIES GARMENTS AND CLOTHING ACCESS OF SILK,62,0.39,0.16,0.0,0.01,0.39,0.15,-0.24
62082110,HANDLOOM,62,1.01,1.17,0.0,0.01,1.01,1.16,0.15
29314940,BUTYL METHYLPHOSPHINATE,29,0.0,0.04,0.0,0.01,0.0,0.03,0.03
62141030,"SCARVES OF SILK, HANDLOOM",62,17.72,42.47,0.0,0.01,17.72,42.46,24.74
61044910,DRESSES OF SILK,61,0.5,0.53,0.03,0.01,0.47,0.52,0.05
55169110,"OTHR MXD WVN FBRC OF ARTFCL STPL FIBRES , UNBLCHD",55,0.15,0.07,0.09,0.01,0.06,0.06,0.0
39262041,"COLAR STAYS,PATTIES,BUTTERFLY,SHOLUDER-   PADAND OTHER STAYS OF POLYURETHANE FOAM",39,0.04,0.04,0.01,0.01,0.03,0.03,0.0
59100020,RUBBERISED COTTON BELTING,59,0.02,0.03,0.0,0.01,0.02,0.02,-0.0
62042100,ENSEMBLES OF WOOL OR FINE ANIMAL HAIR,62,0.02,0.07,0.0,0.01,0.02,0.06,0.04
52054720,BLEACHED,52,1.13,0.47,0.02,0.01,1.11,0.46,-0.65
62104070,SURGICAL GOWNS AND DRAPES,62,0.09,0.08,0.0,0.01,0.09,0.07,-0.02
53031090,OTHERS-OF-OTHER BAST FIBRES,53,0.06,0.03,0.02,0.01,0.04,0.02,-0.02
29072910,1:5 DIHYDROXY NAPTHALENE,29,0.0,0.0,0.03,0.01,-0.03,-0.01,0.02
54071021,BLECHD PARACHUTE FABRICS,54,0.2,0.09,0.0,0.01,0.2,0.08,-0.12
58030091,GAUZE OF SILK/SILK WASTE,58,0.0,0.0,0.0,0.01,0.0,-0.01,-0.01
61178020,OTHR CLOTNG ACCESSORIS OF WOOL,61,0.1,0.04,0.02,0.01,0.08,0.03,-0.05
54022010,POLYESTER(TERYLENE DACRON),54,0.0,0.0,0.89,0.01,-0.89,-0.01,0.88
52084110,BLEEDING MADRAS,52,0.04,0.03,0.01,0.01,0.03,0.02,-0.01
52102120,POPLIN AND BROAD FABRICS,52,0.52,0.11,0.0,0.01,0.52,0.1,-0.42
63049120,WOOLLEN CUSHION COVER,63,0.46,0.5,0.0,0.01,0.46,0.49,0.03
55162110,"WVN FBRC CNTNG<85% BY WT OF ARTFCL STPL   FBRS MXD WTH MAN-MADE FILMNT, UNBLCHD",55,0.07,0.16,0.0,0.01,0.07,0.15,0.08
51111910,UNBLEACHED WOVN FBRCS,51,0.01,0.04,0.01,0.01,0.0,0.03,0.03
52081220,SAREE,52,0.28,0.25,0.02,0.01,0.26,0.24,-0.02
29095050,BUTYLATED HYDROXYANISOLE (BHA),29,36.51,35.9,0.02,0.01,36.49,35.89,-0.6
29049970,SODIUM META NITROCHLOROBENZENE SULPHONATE,29,4.15,3.5,0.0,0.01,4.15,3.49,-0.66
55144300,"WVN FBRCS OF OTHR POLYSTR STPL FBRS,PRNTD",55,0.19,0.12,0.02,0.01,0.17,0.11,-0.06
57042090,"OTHERS-OF-TILES, HAVING A MAXIMUM SURFACE AREA EXCEEDING 0.3 M² BUT NOT EXCEEDING 1 M²:",57,0.01,0.0,0.01,0.01,0.0,-0.01,-0.01
54082415,"RAYON TAFETTA , PRINTD",54,0,0,0.0,0.01,0.0,-0.01,-0.01
54074123,BLECHD NYLON TAFETTA,54,0.0,0.0,0.12,0.01,-0.12,-0.01,0.11
52113120,CANVAS ( INCL DUCK ) OF CARDED/           COMBED YARN,52,0.0,0.05,0.0,0.01,0.0,0.04,0.04
54083417,RAYON SHIRTING,54,0.03,0.01,0.01,0.01,0.02,0.0,-0.02
61152920,PANTY HOSE AND TIGHTS OF WOOL/FINE ANML HAIR,61,0.03,0.01,0.01,0.01,0.02,0.0,-0.02
54078240,POLYESTER SUITINGS,54,0.05,0.09,0.0,0.01,0.05,0.08,0.03
61043910,JACKETS OF SILK,61,0.01,0.04,0.0,0.01,0.01,0.03,0.02
52091250,"CANVAS, INCLD DUCK-CARDED/COMBED YARN",52,0.47,0.26,0.02,0.01,0.45,0.25,-0.2
61171010,"SHWL, SCRV, MUFLR ETC OF SILK",61,0.02,0.02,0.03,0.01,-0.01,0.01,0.02
62063010,HANDLOOM,62,12.92,10.61,0.03,0.01,12.89,10.6,-2.29
57050024,"COTTON DURRIES OF HANDLOOM (INCLUDING CHINDI DURRIES, COTTON CHENILLE DURIES, RAG RUG DURRIE PRINTED DURRIES, DRUGGETS)",57,17.86,14.34,0.01,0.01,17.85,14.33,-3.52
55113090,OTHR YARN OF ARTFVL STAPL FBRCS,55,0.04,0.45,0.02,0.01,0.02,0.44,0.42
58109220,EMBROIDERY OF MAN-MADE FIBRE-Embroidered with Lucknow Chikan Craft,58,0.08,0.02,0.0,0.01,0.08,0.01,-0.07
63049291,OTHER FURNISHING ACRICLES OF HANDLOOM,63,20.87,17.25,0.02,0.01,20.85,17.24,-3.61
39201093,ARMOUR FOR BALLISTIC PROTECTION,39,0.0,0.0,0.0,0.01,0.0,-0.01,-0.01
62071990,UNDERPANTS AND BRIEFS OF OTHER FIBRES,62,5.33,5.31,0.03,0.01,5.3,5.3,0.0
29333321,FENTANYL (INN) AND ITS SALT,29,0,0,0.01,0.01,-0.01,-0.01,0.0
55143013,"WOVN FABRCS OF OTHR POLYSTR STAPL FIBRS,  YARN OF DIFERENT COLOURS",55,0.02,0.02,0.0,0.01,0.02,0.01,-0.01
29314100,DIMETHYL METHYLPHOSPHONATE (NON-HALOGENATED ORGANO PHOSPHOROUS DERIVATIVES),29,0.81,1.32,0.0,0.01,0.81,1.31,0.5
39262031,PLASTIC STICKERS FOR GARMENTS             OF POLYURETHANE FOAM,39,0.01,0.01,0.01,0.01,0.0,0.0,0.0
54078112,UNBLECHD NYLON SAREE,54,0.0,0.01,0.01,0.01,-0.01,0.0,0.01
29163960,DICHLOROPHENYL ACETYL CHLORIDE,29,0,0,0.0,0.01,0.0,-0.01,-0.01
29201100,PARATHION (ISO) AND PARATHION-METHYL (ISO),29,0,0,0.0,0.01,0.0,-0.01,-0.01
29336920,"4-[4,6-BIS(2,4-D   IMETHYLPHENYL)-1,3,5-TRIAZINE-2-YL]-1,3-BENZENEDIOL",29,8.19,0.02,0.29,0.01,7.9,0.01,-7.89
61122050,SKI SUITS OF ARTIFICIAL FIBRES,61,0.0,0.0,0.0,0.01,0.0,-0.01,-0.01
39207129,OTHR SHEETS OF CELLULOSE NITRATEAND         CELLULOIDW/N PLASTICISED,39,0.01,0.02,0.01,0.01,0.0,0.01,0.01
29309012,CALCIUM SALTS OF METHIONINE,29,0.0,0.0,0.0,0.01,0.0,-0.01,-0.01
39209211,"POLY (AMIDE FLURODE) FILM RIGID, PLAIN",39,0.16,0.04,0.04,0.01,0.12,0.03,-0.09
55112000,YRN OF SYNTHTC STAPLE FIBRES CNTNG        LESS THN  85% BY WEIGHT OF SUCH FIBRES,55,3.99,5.37,0.06,0.01,3.93,5.36,1.43
57023990,"OTHERS-OF-CRPTS AND TXTL FLOOR CVRNGS,WOVEN,OF OTHR TXTL MATRLS,OF PILE CNSTRCTN,NOT MADE UP",57,0.21,0.49,0.07,0.01,0.14,0.48,0.34
39206922,"SUN/DUST CONTROL FILM  OF OTHR POLYESTERS FLEXIBLE, PLAIN",39,0,0,0.03,0.01,-0.03,-0.01,0.02
52083180,VOILS ( EXCLD LEMO FABRICS ),52,3.01,3.58,0.0,0.01,3.01,3.57,0.56
55161420,SPUN RAYON PRINTED LINEN,55,0.0,0.02,0.01,0.01,-0.01,0.01,0.02
39205991,"SHETS ETC OF OTHR ACRYLIC POLYMERS  NES   RIGID, PLAIN",39,0.05,0.01,0.0,0.01,0.05,0.0,-0.05
63049910,SILK CUSHION COVERS,63,0.93,0.64,0.01,0.01,0.92,0.63,-0.29
29037790,"OTHER DERIVATIVES, PERHALOGENATED ONLY WITH  FLUORINE AND CHLORINE",29,0.0,0.74,0.25,0.01,-0.25,0.73,0.98
63109020,"COTTON RAGS,NEW OR USED",63,0.58,0.38,0.01,0.01,0.57,0.37,-0.2
29353000,N-ETHYL-N-(2-HYDROXYETHYL)  PERFLUOROOCTANE  SULPHONAMIDE,29,0.0,0.0,0.0,0.01,0.0,-0.01,-0.01
52083260,"CAMBRICS ( INCLD MADAPOLLAM AND JACONET ) , LONG CLOTH AND VOILS",52,0.01,0.07,0.0,0.0,0.01,0.07,0.06
57049010,COTTON,57,0.0,0.0,0.01,0.0,-0.01,0.0,0.01
54078111,UNBLECHD NYLON GEORGETTE,54,0.03,0.01,0,0,0.03,0.01,-0.02
29038200,"ALDRIN (ISO), CHLORDANE (ISO)",29,0.0,0.0,0,0,0.0,0.0,0.0
54071091,OTHR PARACHUTE FBRCS,54,0.04,0.07,0.0,0.0,0.04,0.07,0.03
52092140,SEERSUCKER,52,0.0,0.0,0.0,0.0,0.0,0.0,0.0
52094120,SAREE,52,0.02,0.02,0.0,0.0,0.02,0.02,0.0
29214511,ALPHA NAPHTHYLAMINE,29,0.11,0.38,0,0,0.11,0.38,0.27
29032900,*OTHER -SATURATED FLUORINATED DERIVATIVES OF ACYCLIC-HYDROCARBONS,29,1.47,0.0,11.89,0.0,-10.42,0.0,10.42
39219093,"OTHR PLTS,SHTS,FILM FOIL,STRIP ETC NES    RIGID, METALLISED",39,2.2,1.42,0,0,2.2,1.42,-0.78
52091114,"SHEETING ( TAKIA, LEOPARD CLOTH AND OTHR    THAN FURNISHING ), HANDLOOM",52,0.0,0.0,0,0,0.0,0.0,0.0
62044991,OTHR DRESSES OF OTHR TXTL MATERIALS  OTHR THAN SILK - EMBROIDERED WITH LUCKNOW CHIKAN CRAFT,62,0.18,0.04,0.0,0.0,0.18,0.04,-0.14
29309010,*THIOUREA(SULPHOUREA),29,0.76,0.0,7.43,0.0,-6.67,0.0,6.67
29039210,HEXACHLOROBENZENE (ISO),29,0.01,0.0,0,0,0.01,0.0,-0.01
52093910,ZARI BORDERED SAREE,52,0.0,0.0,0.0,0.0,0.0,0.0,0.0
29201930,"EDIFENPHOS, FENITROTHION, IPROBENFOS (KITAZIN)",29,0,0,0.0,0.0,0.0,0.0,0.0
57029120,DRUGGETS,57,0.05,0.12,0,0,0.05,0.12,0.07
29315931,ETHEPHON,29,0,0,0.0,0.0,0.0,0.0,0.0
50030020,TASAR WASTE,50,0.0,0.03,0,0,0.0,0.03,0.03
55152120,"FBRC OF ACRTLC/MODACRYLC,MXD WTH MAN-MADE FILMNT,  BLCHD",55,0.01,0.02,0,0,0.01,0.02,0.01
52112040,SAREE,52,0.07,0.05,0,0,0.07,0.05,-0.02
29189910,SODIUM PHENOXY ACETATE,29,2.84,2.22,0,0,2.84,2.22,-0.62
29331991,FLUORO-3-(DIFLUOROMETHYL)-1-METHYL-1  H- PYRAZOLE-4-CARBONYL FLUORIDE,29,0.48,0.19,0.0,0.0,0.48,0.19,-0.29
52010013,INDN COTN OF STPL LNGTH OVR 20.5MM(26/32)AND BELOW 24.5MM(30/32)EXCL BENGAL,52,4.38,1.52,0.0,0.0,4.38,1.52,-2.86
52082160,MULLS ( INCLD LIMBRIC AND WILLAYS ),52,1.94,1.43,0,0,1.94,1.43,-0.51
55094230,P.V.C.SPUN YARN,55,0.0,0.0,0.0,0.0,0.0,0.0,0.0
52104160,SAREE,52,0.0,0.01,0,0,0.0,0.01,0.01
63025110,"OTHER TABLE LINEN: OF COTTON, HANDLOOM",63,2.5,2.89,0.0,0.0,2.5,2.89,0.39
51111920,BLEACHED WOVN FBRCS,51,0.0,0.0,0,0,0.0,0.0,0.0
29189930,"2,4-D amine salt,ethyl ester,sodium salt, 2,4-dichlrophenxy acetic acid,prohexadione calcium,s-bioallethrin,sodium acifluorfen",29,0.0,1.68,0.0,0.0,0.0,1.68,1.68
52104150,POPLIN AND BORAD FABRICS,52,0.0,0.0,0,0,0.0,0.0,0.0
52041140,COTON SEWING THREAD NOT CNTNG ANY         SYNTHETIC STAPLE FIBRE,52,1.64,0.76,0.02,0.0,1.62,0.76,-0.86
51111120,BLEACHED WOVN FBRCS,51,0.02,0.03,0.0,0.0,0.02,0.03,0.01
62103020,"OUTER GARMENTS,WOMENS AND GIRLS OF RUBBERISED TEXTILE FABRICS",62,0.02,0.03,0,0,0.02,0.03,0.01
29359023,SULPHAMOXOLE,29,0,0,0.0,0.0,0.0,0.0,0.0
54071023,BLECHD NYLON FURNISHN FBRCS,54,0.01,0.0,0.01,0.0,0.0,0.0,0.0
51062010,SHODDY WOOLLEN YARN,51,0.03,0.0,0,0,0.03,0.0,-0.03
52105150,VOILS,52,0.29,0.31,0,0,0.29,0.31,0.02
53101092,STNDRD WOVN FBRCS CNTNG JUTE >= 50%,53,0.0,0.0,0,0,0.0,0.0,0.0
29042060,DINITROTOLUENE,29,1.59,1.63,0.0,0.0,1.59,1.63,0.04
52081110,DHOTI,52,4.29,3.65,0.16,0.0,4.13,3.65,-0.48
54071033,DYED NYLON FURNISHG FBRCS,54,0.05,0.01,0.03,0.0,0.02,0.01,-0.01
29314400,METHYLPHOSPHONIC ACID(NON-HALOGENATED ORGANO PHOSPHOROUS DERIVATIVES),29,0.54,0.0,0.0,0.0,0.54,0.0,-0.54
52122200,OTHR BLCHD WOVN FBRCS WGHNG >200 G/M2,52,0.08,0.07,0.07,0.0,0.01,0.07,0.06
29394300,CATHINE (INN) AND ITS SALTS (ALKALOIDS OF EPHEDRA AND THEIR DERIVATIVES; SALTS THEIR OF),29,0.25,0.0,0.0,0.0,0.25,0.0,-0.25
52081140,CASEMENT,52,1.58,0.05,0,0,1.58,0.05,-1.53
39159030,WASTE SCRAP OF ACRYLIC POLYMERS AND        METHLYACRYLIC COPOLYMERS,39,0,0,0.01,0.0,-0.01,0.0,0.01
54078121,BLECHD NYLON GEORGETTE,54,0.01,0.0,0,0,0.01,0.0,-0.01
60052400,"WARP KNIT FBRCS OF COTTON, PRINTD",60,0.08,0.01,0.02,0.0,0.06,0.01,-0.05
52082180,VOILS ( EXCLD LENO FABRICS ),52,1.02,1.66,0,0,1.02,1.66,0.64
62114922,OTHER GARMENTS OF OTHER TEXTILE MATERIALS : OF SILK - EMBROIDERED WITH LUCKNOW CHIKAN CRAFT,62,0.01,0.03,0,0,0.01,0.03,0.02
52084140,"BED TICKING, DOMESTIC",52,0.01,0.0,0,0,0.01,0.0,-0.01
62041991,SUITS OF ALL OTHER FIBRES - Embroidered with Lucknow Chikan Craft,62,0.28,0.1,0,0,0.28,0.1,-0.18
52064400,MULTPL(FLDED)/CBLD YRN OF CMBD FBRS       MEASURNG PER SNGL YRN <192.31 BUT >= 125  DCTX (>52 BUT <=80 MTRC NO),52,2.0,1.77,0,0,2.0,1.77,-0.23
55144100,"WOVEN FABRICS OF POLYESTER STAPLE FIBRES, PLAIN WEAVE,PRINTED",55,0,0,0.0,0.0,0.0,0.0,0.0
61082910,BRIEFS AND PANITES OF SILK,61,0.0,0.0,0.0,0.0,0.0,0.0,0.0
29214360,2-CHLORO-5-TOLUIDINE-4-SULPHONIC ACID,29,0.22,0.16,0.39,0.0,-0.17,0.16,0.33
62059012,OF SILK: EMBROIDERED WITH LUCKNOW CHIKAN CRAFT,62,0.0,0.0,0,0,0.0,0.0,0.0
29181540,DISODIUM HIDROGEN CIRTATE,29,0.86,0.74,0.11,0.0,0.75,0.74,-0.01
29036200,"ETHYLENE DIBROMIDE (ISO) (1,2-DIBROMOETHANE)",29,1.77,2.06,0.0,0.0,1.77,2.06,0.29
61034910,"TROUSERS,BIB,SHORTS ETC OF SILK",61,0.02,0.0,0.0,0.0,0.02,0.0,-0.02
55159120,"OTHR WVN FBRC OF SYN FIBRS MXD WTH MAN    MADE FILMNT, BLCHD",55,0.02,0.01,0.0,0.0,0.02,0.01,-0.01
52062200,SNGL YRN OF CMBD FBRS MEASURNG<714.29     BUT>=232.56 DCTX(>14 BUT<=43 MTRC NO),52,36.89,29.52,0.1,0.0,36.79,29.52,-7.27
54071031,DYED PARACHUTE FABRICS,54,8.82,7.57,0.02,0.0,8.8,7.57,-1.23
62114991,OTHER GARMENTS OF OTHER TEXTILE MATERIALS EXCL. WOOL OR FINE ANIMAL HAIR/SILK - EMBROIDERED WITH LUCKNOW CHIKAN CRAFT,62,0.02,0.04,0.02,0.0,0.0,0.04,0.04
57024130,MATS AND MATTING OF WOOL/FINE ANML HAIR,57,0.0,0.0,0.0,0.0,0.0,0.0,0.0
29234000,DIDECYLDIMETHYLAMMONIUM PERFLUOROOCTANE SULPHONATE,29,0,0,0.0,0.0,0.0,0.0,0.0
29309060,*SULPHOXIDE,29,1.68,0.0,20.02,0.0,-18.34,0.0,18.34
57050032,CARPETS OF COIR JUTE,57,1.79,0.74,0.01,0.0,1.78,0.74,-1.04
61071910,UNDERPANTS AND BRIEFS OF SILK,61,0.11,0.13,0.0,0.0,0.11,0.13,0.02
54071045,PRINTED OTHR NYLON/POLYAMIDE FBRCS        ( FILAMENT ),54,0.08,0.55,0.0,0.0,0.08,0.55,0.47
29222931,N-METHYL-PARA-AMINOPHENOL SULPHATE(MOTOL),29,0.04,0.25,0,0,0.04,0.25,0.21
29359012,SULPHAFURAZOLE,29,0.01,0.01,0,0,0.01,0.01,0.0
29221913,"2-HYDROXY N,N-DIISOPROPYL ETHYLAMINE",29,0.0,0.0,0,0,0.0,0.0,0.0
29242120,DIMETHYL DIPHENYL UREA (ZENTRALIN),29,0.03,0.41,0.0,0.0,0.03,0.41,0.38
52051130,DYED,52,0.89,0.5,0.06,0.0,0.83,0.5,-0.33
52105120,CASEMENT,52,0.0,0.0,0,0,0.0,0.0,0.0
57050021,DURRIES OF COTTON,57,13.71,9.91,0.0,0.0,13.71,9.91,-3.8
60019910,OTHR PILE FBRCS OF WOOL OR FINE ANMAL HAIR,60,0.03,0.0,0.04,0.0,-0.01,0.0,0.01
29039229,OTHER DDT,29,0.52,0.5,0.02,0.0,0.5,0.5,0.0
57050022,DURRIES OF MAN-MADE FIBRES,57,11.48,10.21,0.07,0.0,11.41,10.21,-1.2
52113210,CREPE FBRCS INCL CREPE CHECKS,52,0,0,0.0,0.0,0.0,0.0,0.0
53081010,"COIR YARN,BALED",53,1.02,1.5,0,0,1.02,1.5,0.48
