hsn8,commodity,chapter,exp_usd_mn_fy25,exp_usd_mn_fy26,imp_usd_mn_fy25,imp_usd_mn_fy26,net_usd_mn_fy25,net_usd_mn_fy26,net_change_usd_mn
29397900,OTHERS-OF-OTHERS-OF-ALKLDS NATRL/RPRDCD BY SYNTHSIS AND THR SLTS ETHRS ESTRS AND OTHR DRVTVS,29,119.01,163.2,5.78,10.08,113.23,153.12,39.89
29124200,ETHYLVANILIN (3-ETHOXY-4-HYDROXYBNZLDHYD),29,3.46,0.25,10.26,10.05,-6.8,-9.8,-3.0
39211310,PLTES ETC OF POLYURETHANES FLEXIBLE,39,1.91,9.66,6.29,9.95,-4.38,-0.29,4.09
61013010,OVRCOAT ETC OF SYNTHETIC FIBRES,61,3.48,0.53,7.02,9.92,-3.54,-9.39,-5.85
60064200,"OTHR KNITD OR CROCHETD FBRCS OF ARTIFCL   FIBRES , DYED",60,0.66,1.81,52.92,9.88,-52.26,-8.07,44.19
29054900,OTHER POLYHYDRIC ALCOHOLS,29,2.02,1.42,13.22,9.83,-11.2,-8.41,2.79
58061000,NARROW WVN PILE FBRCS(INCL TERRY TWLLNG   AND SMLR TERRY FBRCS)AND CHENILLE FABRICS,58,2.34,2.53,8.86,9.8,-6.52,-7.27,-0.75
39131010,SODIUM ALGINATE,39,2.92,2.83,8.87,9.69,-5.95,-6.86,-0.91
52054810,GREY,52,53.24,47.35,0.05,9.67,53.19,37.68,-15.51
29419040,GENTAMYCIN AND ITS SALTS,29,0.05,0.02,8.54,9.65,-8.49,-9.63,-1.14
62043390,JACKETS OF SYNTHETIC FIBRES-OTHERS,62,19.88,25.97,12.57,9.65,7.31,16.32,9.01
39202010,"PLTES SHTS ETC. OF POLYMRS OF PROPYLN     RIGID, PLAIN",39,2.67,2.83,5.6,9.65,-2.93,-6.82,-3.89
60019100,OTHER PILE FABRICS OF COTTON,60,0.29,1.3,7.94,9.62,-7.65,-8.32,-0.67
59070099,OTHR TXTL FBRCS NES,59,0.44,1.32,7.12,9.6,-6.68,-8.28,-1.6
29034300,"FLUOROMETHANE (HFC-41), 1,2-DIFLUOROETHANC(HFC-152) AND 1,1-DIFLUOR...",29,0,0,11.71,9.59,-11.71,-9.59,2.12
54034919,"CUPRAMMONIUM FLAMNT YARN, OTHERS.",54,0.0,0.0,13.65,9.57,-13.65,-9.57,4.08
29071510,ALPHA NAPHTHOL,29,5.97,6.54,7.83,9.56,-1.86,-3.02,-1.16
39201012,"SHEETS OF POLEYTHYLENE: FLEXIBLE, PLAIN",39,63.37,68.46,7.4,9.54,55.97,58.92,2.95
59112000,"BOLTING CLOTH,W/N MADE UP",59,2.71,3.08,8.8,9.52,-6.09,-6.44,-0.35
59111000,TXTL FBRCS FLT AND FLT-LND WVN FBRCS COTD   COVRD WTH RUBR ETC FR CARD CLOTHNG AND SMLR FBRCS FR OTHR TECHNCL PRPS INCL,59,6.54,7.13,11.17,9.38,-4.63,-2.25,2.38
39201092,"OTHR PLTS,SHEET ETC OF POLYMRS OF         ETHYLENEFLEXIBLE, PLAIN",39,15.64,13.42,7.79,9.37,7.85,4.05,-3.8
52021000,YARN WASTE (INCL THREAD WASTE),52,3.47,0.33,7.42,9.35,-3.95,-9.02,-5.07
61159990,OTHER HOSIERY OF OTHER TEXTILE FIBRES,61,47.78,49.01,7.56,9.35,40.22,39.66,-0.56
39233010,CRBYS BTTLS FLSKS AND SMLR ARTCLS OF PLSTCS INSULATED WARE,39,1.5,2.15,9.95,9.27,-8.45,-7.12,1.33
29362310,"VITAMIN B2 (RIBOFLAVIN, LACTOPLAVIN) AND  ITS SALTS",29,10.14,12.71,11.78,9.27,-1.64,3.44,5.08
59061000,ADHESIVE TAPE OF A WIDTH NOT EXCDG 20 CM.,59,0.89,1.26,9.18,9.25,-8.29,-7.99,0.3
29142310,BETA-IONONE,29,2.09,1.41,5.59,9.12,-3.5,-7.71,-4.21
29095090,"OTHER ETHR-PHNLS,ETHR ALCHL-PHNLS",29,52.62,47.53,8.67,9.11,43.95,38.42,-5.53
29201920,"THIOPHOSPHORIC ESTERS (PHOSPHOROTHIOATES) AND THEIR SALTS, THEIR BALOGENATED,       SULPHONATED,NITRATED OR NITROSATED D",29,0.21,0.49,15.29,9.1,-15.08,-8.61,6.47
52093190,OTHERS-OF-DYED PLAIN WEAVE COTTON FABRICS WEGHNGMORE THAN 200 GM PER SQM,52,22.3,25.4,5.64,9.04,16.66,16.36,-0.3
39269049,OTHR RING BUCKL TACK WASHR OTHR DECO      FITTNOF PALSTIC USED TRIMING AND EMBELLSHMNT FOR LEATHR PROD; OTHR PATTERN FOR,39,9.11,9.67,7.27,9.0,1.84,0.67,-1.17
29221190,OTHER SALTS OF MONOETHANOLAMINE,29,22.75,22.08,8.96,8.99,13.79,13.09,-0.7
62044490,DRESSES OF ARTIFICIAL FIBRES - OTHER,62,220.18,180.83,9.05,8.97,211.13,171.86,-39.27
39264099,OTHR STATUETE AND OTHR ORNAMENTAL ARTICL NES,39,0.32,0.89,6.2,8.95,-5.88,-8.06,-2.18
39209929,SHEETS FILMS  STRIP OF VINYL PLASTICS NES,39,0.53,0.8,10.48,8.93,-9.95,-8.13,1.82
29157020,STEARIC ACID,29,0.81,0.54,10.03,8.93,-9.22,-8.39,0.83
62044290,OTHR DRESSES OF COTTON,62,830.78,815.56,9.12,8.93,821.66,806.63,-15.03
56081110,MADE UP FISHING NETS OF NYLON,56,35.04,33.04,10.65,8.89,24.39,24.15,-0.24
62101090,"GARMENTS,MADE UP OF FABRICS OF HEADING NO.5602 OR 5603 - OTHER",62,12.36,12.13,7.93,8.89,4.43,3.24,-1.19
29379020,AMINO-ACID DERIVATIVES,29,23.75,11.37,11.03,8.81,12.72,2.56,-10.16
55103010,VISCOSE RAYON SPUN YARN,55,15.5,13.71,3.58,8.8,11.92,4.91,-7.01
61023010,OVRCOAT ETC OF SYNTHETIC FIBRES,61,1.86,4.54,7.09,8.77,-5.23,-4.23,1.0
54026990,OTHERS(EXCLUDING THREAD),54,2.4,1.87,10.87,8.72,-8.47,-6.85,1.62
29153930,4INALYL ACETATE,29,0.2,0.24,9.86,8.6,-9.66,-8.36,1.3
29181590,OTHER SALTS AND ESTERS OF CITRIC ACID,29,22.68,24.36,7.32,8.6,15.36,15.76,0.4
58013690,OTHERS-OF-CHENILLE FBRCS OF MAN-MADE FIBRES,58,19.27,22.52,8.01,8.59,11.26,13.93,2.67
52010015,INDIAN COTTON OF STAPLE LENGTH 28.5MM     (1.4/32) AND ABOVE BUT BELOW 34.5MM,52,610.72,412.69,7.55,8.58,603.17,404.11,-199.06
52083390,"OTHERS-OF-COTN FABRICS CONTNG>=85% BY WT OF COTN, DYED,3/4 THRED TWILL INCL CROSS TWILL,WEIGHING NOT MORE THN 200 G/M2",52,12.38,9.88,3.0,8.57,9.38,1.31,-8.07
54075490,"OTHERS-OF-WOVN FABRCS,PRINTED,CNTNG BY WT>=85%TEXTURED POLYESTER FILAMENTS",54,123.57,164.69,7.96,8.57,115.61,156.12,40.51
57033920,"100% POLYPROPYLENE CARPET MATS WITH JUTE, RUBBER,LATEX OR PU FOAM BACKING",57,27.95,26.22,13.53,8.53,14.42,17.69,3.27
52094200,DENIM,52,250.77,290.62,7.58,8.52,243.19,282.1,38.91
62069000,"BLOUSES,SHIRTS ETC OF OTHR TXTL MATERIALS",62,187.11,164.08,14.24,8.46,172.87,155.62,-17.25
29089990,OTHER HLGNTD SLPHNTD NITRATED/NITROSTD    DRVTVS OF PHENOLS/PHENOL-ALCHOLS,29,6.23,7.18,10.35,8.41,-4.12,-1.23,2.89
56031190,MAN-MADE FILMNT WGHNG<25G/SQM-OTHERS,56,29.84,27.46,13.07,8.36,16.77,19.1,2.33
29375000,"PROSTAGLANDINS, TIROMBOXAMESAND             LEUKOTRIENESTHR DRVTVS AND STRCLT ANLGES",29,2.76,1.39,9.17,8.31,-6.41,-6.92,-0.51
59119010,PAPER MAKERS FELT(WOVEN),59,3.59,4.25,8.2,8.27,-4.61,-4.02,0.59
52029100,COTTON WASTE (GARNETTED STOCK),52,2.12,2.1,1.77,8.26,0.35,-6.16,-6.51
39264039,OTHER STATUETTES,39,2.28,2.25,3.65,8.18,-1.37,-5.93,-4.56
53092990,OTHERS-OF-OTHR WOVN FABRCS CONTNG<85%BY WT OF FLAX,53,8.3,11.61,11.68,8.16,-3.38,3.45,6.83
29419060,NORFLOXACIN AND ITS SALTS,29,2.37,2.99,12.32,8.15,-9.95,-5.16,4.79
39081029,OTHER PRIMARY FORM POLYAMIDE -12 (NYLON-12):,39,0.0,0.0,6.83,8.11,-6.83,-8.11,-1.28
57024290,OTHER INCL DRUGGETS,57,2.17,2.16,9.0,8.07,-6.83,-5.91,0.92
29181110,LACTIC ACID,29,0.36,0.33,8.2,8.03,-7.84,-7.7,0.14
55121910,"OTHR WOVN FBRCS, DYED CNTNG POLYETR >= 85%",55,25.0,20.27,9.12,7.99,15.88,12.28,-3.6
29332920,METRONIDAZOLE METRONIDIAZOLE BENZOATE,29,16.96,17.89,10.94,7.95,6.02,9.94,3.92
39123912,METHYL CELLULOSE NON-PLASTICIZED,39,0.28,0.14,5.55,7.95,-5.27,-7.81,-2.54
39044000,OTHER VINYL CHLORIDE COPOLYMERS,39,0.26,0.53,9.76,7.93,-9.5,-7.4,2.1
39172110,TUBES OF POLYETHYLENE,39,16.66,17.36,7.54,7.87,9.12,9.49,0.37
29061310,CHOLESTEROL,29,1.88,3.44,4.9,7.86,-3.02,-4.42,-1.4
29420012,IBUPROFANE,29,72.91,70.4,7.97,7.85,64.94,62.55,-2.39
58079090,OTHR LABELS BADGES AND SMLR ARTXLS,58,1.67,1.87,8.1,7.84,-6.43,-5.97,0.46
39269091,OTHR ARTICLE OF PLASTIC OF POLYURETHN FOAM,39,1.37,1.27,3.61,7.84,-2.24,-6.57,-4.33
39221000,BATHS SHOWER-BATHS AND WASH-BASINS,39,5.17,5.11,6.19,7.84,-1.02,-2.73,-1.71
39209992,"OTHER PLATES SHEETS ETC OF OTHR PLASTICS  FLEXIBLE, PLAIN",39,0.28,0.41,7.72,7.81,-7.44,-7.4,0.04
61169990,OTHR GLOVES ETC OF OTHR TXTL FIBRES,61,4.81,4.03,6.2,7.76,-1.39,-3.73,-2.34
51113090,OTHERS OTHR WOVEN FBRCS MIXED MAINLY/     SOLELY WITH MANMADE STAPLE FIBRS,51,0.18,0.5,8.17,7.75,-7.99,-7.25,0.74
29173950,TRIMELLITIC ANHYDRIDE,29,0.17,0.02,12.37,7.67,-12.2,-7.65,4.55
29032300,"TETRACHLOROETHANE (PERCHLOROETHYLENE ) ,  UNSATRTD",29,2.27,1.92,7.69,7.62,-5.42,-5.7,-0.28
29029030,DODECYCL BENZENES (EXCL MXD ALKYLARENES),29,0.0,0.0,1.03,7.58,-1.03,-7.58,-6.55
29159095,ETHYL TRIFLUORO ACETATE,29,0.52,0.05,4.63,7.55,-4.11,-7.5,-3.39
29156020,"PENTANOIC ACIDS, THR SLTS AND ESTRS",29,36.08,35.5,6.5,7.48,29.58,28.02,-1.56
54071019,UNBLECHD OTHR POLYESTER FABRICS,54,18.71,25.33,10.9,7.48,7.81,17.85,10.04
29052290,OTHER UNSATURATED A CYCLIC TERPENE ALCOHOL,29,1.44,1.51,7.92,7.45,-6.48,-5.94,0.54
55151190,"FBRC OF POLSTR,MXD WTH VISCOS RYON,OTHRS",55,17.51,25.09,6.01,7.43,11.5,17.66,6.16
39209949,SHEET OF POLY(TETRAFLURO-ETHYLENE)(PTFE)  OTHER,39,6.51,6.61,8.64,7.41,-2.13,-0.8,1.33
59019090,OTHERS-OF-TRACNG CLTH PREPARD PAINTNG CANVASBUCKRAM AND SMLR STFFND TXTL FBRCS OF A KINDUSED FOR HAT FOUNDATIONS ETC,59,3.19,1.45,2.73,7.41,0.46,-5.96,-6.42
29333911,AMINO PYRIDINE,29,16.42,16.34,9.36,7.36,7.06,8.98,1.92
54075119,UNBLECHD OTHR THAN POLYESTER SHIRTG,54,1.36,0.39,4.18,7.31,-2.82,-6.92,-4.1
29163200,BENZYL PEROXYD AND BENZOYL CHLRD,29,10.41,7.74,7.42,7.31,2.99,0.43,-2.56
54023100,TEXTURD YARN OF NYLON OR OTHER POLYAMIDES MEASURNG PER SINGL YRN NT MORE THN 50 TEX,54,5.72,3.59,10.76,7.3,-5.04,-3.71,1.33
29171310,SEBACIC ACID,29,26.28,25.65,6.44,7.29,19.84,18.36,-1.48
51121990,OTHERS WOVN FBRCS CONTNG>=85% BY WT OF    COMB WOOL/FINE ANML OF WT EXCDING 200 G/M2,51,2.11,1.45,4.61,7.27,-2.5,-5.82,-3.32
29054100,"2-ETHYL-2-(HYDROXYMETHYL)PROPANE-1,       3-DIOL (TRIMETHYLOLPROPANE)",29,0.14,1.59,9.8,7.26,-9.66,-5.67,3.99
29031990,OTHER CHLOROMETHANE AND CHLOROETHANE,29,5.78,4.06,8.57,7.23,-2.79,-3.17,-0.38
39201011,"SHEETS OF POLEYTHYLENE: RIGID, PLAIN",39,3.18,2.33,6.63,7.21,-3.45,-4.88,-1.43
29214222,DIETHYLANILINE,29,1.24,0.89,3.37,7.21,-2.13,-6.32,-4.19
39091090,OTHER UREA RESINS THIOUREA RESINS,39,2.86,1.62,7.8,7.18,-4.94,-5.56,-0.62
29391100,"CONCENTRATES OF POPPY STRAW CMPNDS OF     MORPHIN, CODEINE, CODONE, THE BAINE, SALTS THEREOF",29,2.02,0.27,27.03,7.13,-25.01,-6.86,18.15
39211100,PLTES SHTS ETC OF POLYMRS OF STYRENE,39,0.94,0.51,8.24,7.12,-7.3,-6.61,0.69
39172390,OTHR TUBE PIPEAND HOSES OF POLYVINYL CHLORDE,39,71.99,74.73,6.87,7.11,65.12,67.62,2.5
29146100,ANTHRAQUINONE,29,0.05,0.13,9.14,7.1,-9.09,-6.97,2.12
29329910,CINEOLE,29,2.71,8.33,8.81,7.09,-6.1,1.24,7.34
29291010,PHENYL ISOCYANATE,29,0.7,0.06,8.7,7.07,-8.0,-7.01,0.99
63041930,BEDSHEETS AND BED COVERS OF MAN-MADE FIBRES,63,20.8,32.01,4.9,7.06,15.9,24.95,9.05
39205999,OTHR SHETS ETC OF OTHR ACRYLIC POLYMER NES,39,1.46,2.62,7.04,7.05,-5.58,-4.43,1.15
60062100,"OTHR KNITED OR CROCHETD FBRCS OF COTTON , UNBLCHD OR BLCHD",60,93.57,48.44,7.57,7.03,86.0,41.41,-44.59
54071015,UNBLECHD OTHR NYLON/POLYAMIDE             FBRCS (FILAMENT ),54,0.86,0.88,1.96,7.02,-1.1,-6.14,-5.04
59032010,"IMITATION LEATHER CLOTH OF COTTON LAMNTD  PLATD,COATD,ETC WTH POLYURETHANE",59,0.11,0.07,6.98,6.93,-6.87,-6.86,0.01
62114390,OTHER GARMENTS OF MAN-MADE FIBRES - OTHER,62,263.64,272.11,5.3,6.89,258.34,265.22,6.88
51021190,OTHERS-OF-FINE ANML HAIR OF KASHMIRI GOATS,51,0.04,0.0,4.46,6.84,-4.42,-6.84,-2.42
54077200,"WOVEN FABRICS,CNTNG 85% OR MORE BY        WT OF OTHR SYNTHETIC FILAMENTS, DYED",54,42.77,44.2,2.3,6.82,40.47,37.38,-3.09
29181610,CALCIUM GLUCONATE,29,6.79,5.13,9.06,6.82,-2.27,-1.69,0.58
55093200,MULTIPLE(FOLDED)/CABLED YRN CNTNG>=85%    OF ACRYLIC/MODACRYLIC STAPLE FIBRES,55,33.47,33.12,5.8,6.8,27.67,26.32,-1.35
29319019,OTHER-OF-Organo-arsenic compounds,29,0.31,0.34,4.83,6.78,-4.52,-6.44,-1.92
62045390,SKIRTS AND DIVIDED SKIRTS OF SYNTHETIC FIBRS - OTHER,62,74.06,77.6,5.47,6.77,68.59,70.83,2.24
54024800,"OTHER, OF POLYPROPYLENE",54,11.06,13.06,4.93,6.73,6.13,6.33,0.2
29159070,NEODECANOYL CHLORIDE,29,5.96,4.16,6.0,6.71,-0.04,-2.55,-2.51
51121130,DYED  WOVN  FBRCS CONTNG>85% BY WT OF     WOOL/FINE ANML HAIR OF A WT NT EXCDNG 200 G/M2,51,4.26,3.45,12.02,6.69,-7.76,-3.24,4.52
29343000,CMPNDS CNTNG A PHENOTHIAZINE RING-SYSTEM  (W/N HYDRGNTD ) NT FRTHR FUSED,29,8.67,8.98,7.5,6.69,1.17,2.29,1.12
58042990,MECHNCLLY MADE LACE OF OTHR TXTL,58,3.39,3.22,7.01,6.69,-3.62,-3.47,0.15
60011090,LONG PILE FBRCS OF OTHR TXTL MATRLS,60,0.12,0.27,6.59,6.69,-6.47,-6.42,0.05
52084230,SHIRTING FABRICS,52,24.32,24.14,8.3,6.68,16.02,17.46,1.44
52084290,"OTHERS-OF-COTN FABRICS CONTNG >=85% BY WT OF COTN PLAIN WEAVE, WEIGHING MORE THAN 100 GMPER SQM OF YARN OF DIFFERENT COLOURS",52,33.77,38.09,5.46,6.68,28.31,31.41,3.1
39219039,"OTHR PLTS,SHTS,FILM FOIL,STRIP ETC, OF    REGENERATED CELLULOSE :OTHER",39,0.04,0.01,5.99,6.65,-5.95,-6.64,-0.69
55169200,"OTHR MXD WVN FBRCS OF ARTFCL STPL FBRS,DYD",55,6.12,7.02,2.75,6.65,3.37,0.37,-3.0
29163140,SODIUM BENZOATE,29,1.67,1.39,7.18,6.64,-5.51,-5.25,0.26
29299099,OTHER-OF-OTHER-OF-COMPOUNDS WITH OTHER NITROGEN FUNCTION,29,0.0,22.57,0.0,6.61,0.0,15.96,15.96
29143910,ACETONE PHENONE,29,0.78,1.23,7.75,6.58,-6.97,-5.35,1.62
29362910,FOLIC ACID (VITAMIN B9),29,5.17,6.46,3.59,6.52,1.58,-0.06,-1.64
39206210,"PLTES SHTS ETC OF PLYETHYLN TEREPHTHALTE  RIGID, PLAIN",39,25.94,19.48,4.16,6.49,21.78,12.99,-8.79
52093290,OTHERS-OF-DYED 3/4 THREAD TWILL INCLDNG CROSS TWILL COTTON FABRICS WEIGHING>200 GM PER SQM,52,50.79,44.81,3.48,6.49,47.31,38.32,-8.99
61071210,UNDERPANTS AND BRIEFS OF SYN FIBRES,61,85.11,83.02,7.35,6.48,77.76,76.54,-1.22
54075300,WOVN FABRICS OF YARNS OF DIFFERENT        COLOURSCNTNG BY WT>=85% TEXTURED POLESTR  FLMNTS,54,12.75,14.95,6.47,6.45,6.28,8.5,2.22
55101190,OTHERS-OF-SINGLE YARN CNTNG 85% OR MORE BY WT OF ARTIFICIAL STAPLE FIBRES,55,0.76,0.3,2.41,6.43,-1.65,-6.13,-4.48
61143010,OTHER GARMENTS OF SYNTHETIC FIBRES,61,33.23,26.3,5.74,6.43,27.49,19.87,-7.62
51123030,DYED WOVN FBRCS MIXED WITH MANMADE STAPL  FIBRS OF COMD WOOL AND FINE ANML HAIR,51,9.71,11.1,7.53,6.42,2.18,4.68,2.5
29309011,THIOUREA(SULPHOUREA),29,0.0,0.84,0.0,6.4,0.0,-5.56,-5.56
29213010,CYCLOHEXYLAMINE,29,0.71,0.97,9.24,6.38,-8.53,-5.41,3.12
29314999,OTHERS-OF-OTHERS-OF-OTHER ORGANO-INORGANIC COMPOUNDS,29,0.0,55.6,0.0,6.37,0.0,49.23,49.23
29182920,BETA HYDROXY NAPHTHOIC ACID,29,0.0,0.0,4.38,6.36,-4.38,-6.36,-1.98
61044200,DRESSES OF COTTON,61,126.75,129.78,5.87,6.3,120.88,123.48,2.6
39042100,"OTHER POLY (VINYL CHORIDE), MIXED WITH OTHER SUBSTANCES -- NON PLASTICISED",39,0.44,1.04,11.57,6.3,-11.13,-5.26,5.87
60012200,LOOPED PILE FBRCS OF MAN-MADE FIBRES,60,0.81,0.77,5.14,6.27,-4.33,-5.5,-1.17
29152400,ACETIC ANHYDRIDE,29,32.16,29.98,9.02,6.22,23.14,23.76,0.62
61082100,BRIEFS AND PANTIES OF COTTON,61,131.33,122.77,9.63,6.22,121.7,116.55,-5.15
29171190,OTHER SALTS AND ESTERS OF OXALIC ACID,29,3.88,5.92,4.43,6.18,-0.55,-0.26,0.29
39253000,SHUTTERS BLINDS(INCLUDING VENETIAN BLINDS)AND SIMILAR ARTICLES AND PARTS THEREOF,39,1.4,1.74,5.99,6.18,-4.59,-4.44,0.15
29061110,NATURAL MENTHOL,29,99.17,88.84,16.89,6.15,82.28,82.69,0.41
29395900,"OTHER THEOPHYLLINE AND AMINOPHYLLINE THR  DRVTVS, SALTS",29,36.69,45.81,4.17,6.14,32.52,39.67,7.15
39219026,"OTHR PLTS,SHTS,FILM FOIL,STRIP ETC, OF    POLYMER OF VINYL CHLORIDE FLEXIBL LAMINATD",39,3.73,2.73,3.7,6.14,0.03,-3.41,-3.44
55122990,"WOVN FBRC,OTHR CNTNG ACRYLC/MODACRYLIC    >=85%",55,1.31,1.11,2.63,6.14,-1.32,-5.03,-3.71
29071190,OTHER PHENOL AND ITS SALTS,29,10.27,17.24,4.22,6.13,6.05,11.11,5.06
59090090,HOS PIPNG AND SMLR TUBNG OF OTHR TXTL MATRLS,59,2.98,2.59,5.6,6.12,-2.62,-3.53,-0.91
60062400,"OTHR KNITED OR CROCHETD FBRCS OF COTTON , PRINTD",60,50.24,44.17,3.28,6.12,46.96,38.05,-8.91
39206939,OTHR FILM OF OTHR POLYESTER NES,39,9.95,10.65,4.9,6.08,5.05,4.57,-0.48
55121120,"WOVEN FBRCS, BLECHD",55,0.14,0.59,4.01,6.07,-3.87,-5.48,-1.61
29092000,"CYCLANIC,CYCLENIC/CYCLTRPENC ETHRS AND THIR HALGNTD SLPHNTD NITRTD/NITRSTD DRVTS",29,1.77,1.72,4.35,6.04,-2.58,-4.32,-1.74
39131090,OTHER ALGINIC ACID ITS SALTS AND ESTERS,39,0.35,0.28,6.34,6.03,-5.99,-5.75,0.24
39069050,POLYACRYLONITRILE (PAN),39,0.0,0.06,2.03,6.0,-2.03,-5.94,-3.91
54021910,NYLON TYRE YARN,54,10.57,7.22,7.58,5.87,2.99,1.35,-1.64
39043010,POLY VINYL DERIVATIVES,39,0.89,0.49,3.4,5.86,-2.51,-5.37,-2.86
60069000,OTHR KNITD OR CROCHETD FBRCS OF OTHER     FIBRES,60,60.38,35.11,6.39,5.82,53.99,29.29,-24.7
63053200,FLEXIBLE INTERMEDIATE BULK CONTAINERS OF  MAN MADE TEXTILE MATERIALS,63,928.16,1074.47,3.88,5.81,924.28,1068.66,144.38
39121110,CELLULOSE ACETATE FLAKES,39,0.04,0.12,3.45,5.75,-3.41,-5.63,-2.22
29031200,DICHLOROMETHANE (METHYLENE CHLORIDE),29,18.77,15.53,5.72,5.74,13.05,9.79,-3.26
39079110,MALEIC RESINS UNSATURATED,39,2.73,2.25,8.2,5.71,-5.47,-3.46,2.01
29251100,SACCHARIN AND ITS SALTS,29,7.23,8.3,3.52,5.68,3.71,2.62,-1.09
61178090,OTHR ACSSRS OF OTHR FIBRES,61,2.02,1.69,4.87,5.65,-2.85,-3.96,-1.11
29071590,OTHER NAPHTHOLS AND THR SALTS,29,0.16,0.1,7.13,5.65,-6.97,-5.55,1.42
51121190,OTHRS WOVN FBRCS CONTNG>85% BY WT OF WOOL/FINE ANML HAIR OF A WT NT EXCDING 200 G/M2,51,0.15,0.32,3.63,5.65,-3.48,-5.33,-1.85
62092090,OTHERS-OF-BABIESGRMNTS AND CLOTHNG ACCSSRS OF COTTON,62,139.81,141.85,5.49,5.61,134.32,136.24,1.92
29037990,OTHERS-OF-OTHER HALOGENATED DERIVATIVES OF ACYCLIC HYDROCARBONS CONTAINING TWO OR MORE DIFFERENT HALOGENS,29,0.0,55.61,0.0,5.59,0.0,50.02,50.02
62014010,"OVERCOATS,RAINCOATS,CARCOATS,CAPES,CLOAKS AND SIMILAR ARTICLES",62,2.48,2.79,6.26,5.55,-3.78,-2.76,1.02
61152990,PANTY HOSE AND TIGHTS OF OTHER FIBRES,61,64.66,68.81,3.68,5.55,60.98,63.26,2.28
29034600,"1,1,1,2,3,3,3-HEPTAFLUOROPROPANE,1,1,1,2,2,3-HEXAFLUOROPROPANE,HEXAFLUOROPROPANE(1,1,1,2,3,3/1,1,1,3,3,3)",29,0.08,0.2,12.4,5.54,-12.32,-5.34,6.98
39269059,OTHR RETROREFLCTIV SHEET EXCL .HEADNG 3920,39,2.19,0.93,3.2,5.54,-1.01,-4.61,-3.6
29333290,OTHERS-OF-PIPERIDINE AND ITS SALTS,29,0.0,18.85,0.0,5.52,0.0,13.33,13.33
54049010,"CATGUT IMITATN OF SYNTHTC YARN,NON-STERILE",54,0.25,0.06,5.06,5.5,-4.81,-5.44,-0.63
29151300,ESTERS OF FORMIC ACID,29,4.23,3.66,6.74,5.5,-2.51,-1.84,0.67
29333912,ALPHA PICOLINE(2-METHYL PYRIDINE),29,0.62,0.74,0.1,5.45,0.52,-4.71,-5.23
61082210,BRIEFS AND PANTIES OF SYN FIBRES,61,8.24,18.26,6.19,5.43,2.05,12.83,10.78
61124100,WOMENS/GIRLS SWIMWEAR OF SYNTHTC FBRS,61,0.31,0.32,4.23,5.41,-3.92,-5.09,-1.17
29121930,GLYOXAL,29,0.22,0.06,5.3,5.4,-5.08,-5.34,-0.26
39211400,PLTES ETC OF REGNRTD CELULSE,39,0.09,0.06,4.5,5.37,-4.41,-5.31,-0.9
57050090,"OTHR TXTL FLR CVRNGS, W/N MADE UP",57,23.96,20.88,4.21,5.37,19.75,15.51,-4.24
29398000,OTHERS-OF-OTHERS-OF-ALKLDS NATRL/RPRDCD BY SYNTHSIS AND THR SLTS ETHRS ESTRS AND OTHR DRVTVS,29,16.63,15.02,8.63,5.37,8.0,9.65,1.65
29419030,CIPROFLOXACINE AND ITS SALTS,29,24.81,20.68,9.52,5.36,15.29,15.32,0.03
29335200,MALONYLUREA (BARBITURIC ACID)  AND  ITS SALS,29,0.7,1.29,4.58,5.33,-3.88,-4.04,-0.16
29022000,BENZENE,29,1409.66,978.83,0.03,5.32,1409.63,973.51,-436.12
52082990,OTHERS-OF-OTHER FABRICS :,52,8.44,7.22,3.07,5.31,5.37,1.91,-3.46
29222160,H-ACID,29,5.5,42.7,16.98,5.28,-11.48,37.42,48.9
39249010,TOILET ARTICLES,39,1.1,1.23,7.31,5.26,-6.21,-4.03,2.18
29049930,META NITROCHLOROBENZENE,29,0,0,6.34,5.22,-6.34,-5.22,1.12
29309016,SULPHOXIDE,29,0.0,0.57,0.0,5.21,0.0,-4.64,-4.64
61159500,OTHER HOSIERY GOODS OF COTTON,61,35.26,29.71,5.39,5.19,29.87,24.52,-5.35
29157010,PALMITIC ACID,29,2.3,2.06,4.39,5.18,-2.09,-3.12,-1.03
62024010,"OVERCOATS,RAINCOATS,CARCOATS,CAPES,CLOAKS AND SIMILAR ARTICLES",62,1.37,1.22,4.55,5.18,-3.18,-3.96,-0.78
29053910,"1,4/1,3/2,3 BUTYLENE GLYCOL(BUTANEDIOL)",29,5.79,6.25,5.59,5.15,0.2,1.1,0.9
29071220,CRESYLIC ACID,29,0.0,0.0,5.28,5.12,-5.28,-5.12,0.16
63039990,OTHR CURTAINS ETC OTHER THAN HANDLOOM     OF OTHER TEXTILES MATERIALS,63,58.86,65.98,6.96,5.1,51.9,60.88,8.98
54026200,"OTHR YARN OF POLYSTRS,MULTPL OR CABLD",54,135.18,109.6,5.77,5.07,129.41,104.53,-24.88
50050011,YRN SPN FRM SLK WST OTHR THN NOIL SLK     CONTNG >=85% BY WT OF SLK WST.,50,1.67,1.98,5.61,5.05,-3.94,-3.07,0.87
56074900,OTHR CORDGE ETC OF POLYETHLN/POLYPROPYLN,56,130.52,113.46,3.74,5.04,126.78,108.42,-18.36
